stock,endDate,totalRevenue,costOfRevenue,grossProfit,totalOperatingExpenses,sellingGeneralAdministrative,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome
NCLH,2018-12-31,6055126000,3377076000,2678050000,4836491000,898355000.0,1218635000,1218635000,969310000.0,14467000,954843000
NCLH,2017-12-31,5396175000,3063644000,2332531000,4347356000,773755000.0,1048819000,1048819000,770614000.0,10742000,759872000
NCLH,2016-12-31,4874340000,2850225000,2024115000,3933726000,652508000.0,940614000,940614000,640303000.0,7218000,633085000
RIGL,2019-12-31,59288000,53791000,5497000,128379000,74588000.0,-69091000,-69091000,-66894000.0,0,-66894000
RIGL,2018-12-31,44509000,47190000,-2681000,117192000,70002000.0,-72683000,-72683000,-70480000.0,0,-70480000
RIGL,2017-12-31,4484000,46269000,-41785000,84100000,37831000.0,-79616000,-79616000,-77992000.0,0,-77992000
RIGL,2016-12-31,20383000,63446000,-43063000,84354000,20908000.0,-63971000,-63971000,-69216000.0,0,-69216000
DIS,2019-09-28,69570000000,42018000000,27552000000,57616800000,11438800000.0,11953200000,11953200000,13944000000.0,3031000000,11054000000
DIS,2018-09-29,59434000000,32726000000,26708000000,44597000000,8860000000.0,14837000000,14837000000,14729000000.0,1663000000,12598000000
DIS,2017-09-30,55137000000,30306000000,24831000000,41264000000,8176000000.0,13873000000,13873000000,13788000000.0,4422000000,8980000000
DIS,2016-10-01,55632000000,29864000000,25768000000,41145000000,8754000000.0,14487000000,14487000000,14868000000.0,5078000000,9391000000
A,2019-10-31,5163000000,2358000000,2805000000,4120000000,1358000000.0,1043000000,1043000000,919000000.0,-152000000,1071000000
A,2018-10-31,4914000000,2234000000,2680000000,3917000000,1296000000.0,997000000,997000000,946000000.0,630000000,316000000
A,2017-10-31,4472000000,2073000000,2399000000,3619000000,1205000000.0,853000000,853000000,803000000.0,119000000,684000000
A,2016-10-31,4202000000,2005000000,2197000000,3504000000,1174000000.0,698000000,698000000,544000000.0,82000000,462000000
AGS,2019-12-31,304714000,85968000,218746000,274065000,62597000.0,30649000,30649000,-16970000.0,-5449000,-11752000
AGS,2018-12-31,285299000,78938000,206361000,251256000,63038000.0,34043000,34043000,-29223000.0,-8377000,-20846000
AGS,2017-12-31,211955000,51589000,160366000,192968000,44015000.0,18987000,18987000,-46995000.0,-1889000,-45106000
AGS,2016-12-31,166806000,32973000,133833000,180608000,46108000.0,-13802000,-13802000,-84374000.0,-3000000,-81374000
MDCA,2019-12-31,1415803000,961076000,454727000,1328672000,329267000.0,87131000,87131000,21999000.0,10533000,-4690000
MDCA,2018-12-31,1476203000,991198000,485005000,1387440000,350046000.0,88763000,88763000,-80345000.0,31603000,-123733000
MDCA,2017-12-31,1513779000,1023476000,490303000,1377522000,310572000.0,136257000,136257000,89159000.0,-168064000,241848000
MDCA,2016-12-31,1385785000,936133000,449652000,1288388000,305809000.0,97397000,97397000,-50025000.0,-9404000,-45839000
BGG,2019-06-30,1836605000,1523685000,312920000,1874961000,328476000.0,-38356000,-38356000,-68098000.0,-14015000,-54083000
BGG,2018-07-01,1881294000,1476583000,404711000,1841713000,341530000.0,39581000,39581000,11101000.0,22421000,-11320000
BGG,2017-07-02,1786103000,1402274000,383829000,1702336000,277062000.0,83767000,83767000,79661000.0,23011000,56650000
BGG,2016-07-03,1808778000,1426781000,381997000,1720302000,273521000.0,88476000,88476000,35356000.0,8795000,26561000
KGJI,2018-12-31,2475666092,2210204664,265461428,2223517321,11564285.0,252148771,252148771,81283047.0,31736333,49546714
KGJI,2017-12-31,2009732643,1808612014,201120629,1823738188,13444222.0,185994455,185994455,35367511.0,9174859,26192652
KGJI,2016-12-31,1420624970,1273041387,147583583,1286682567,11985807.0,133942403,133942403,125531027.0,32627710,92909812
KGJI,2015-12-31,1000161294,960562184,39599110,970179092,7685840.0,29982202,29982202,27900501.0,6338725,21562072
GTS,2019-12-31,3375586000,2666256000,709330000,3235662000,569406000.0,139924000,139924000,132252000.0,39375000,92894000
GTS,2018-12-31,2996059000,2527613000,468446000,3082328000,554715000.0,-86269000,-86269000,-93172000.0,-29866000,-63302000
GTS,2017-12-31,2916085000,2353101000,562984000,2830314000,477213000.0,85771000,85771000,78977000.0,24496000,54486000
GTS,2016-12-31,2984806000,2472191000,512615000,2966085000,493894000.0,18721000,18721000,11086000.0,-6345000,17438000
INTT,2019-12-31,60660000,31435000,29225000,57186000,20787000.0,3474000,3474000,2604000.0,282000,2322000
INTT,2018-12-31,78563000,39162000,39401000,66482000,22412000.0,12081000,12081000,5043000.0,2006000,3037000
INTT,2017-12-31,66801000,32111000,34690000,55279000,18867000.0,11522000,11522000,3838000.0,2863000,975000
INTT,2016-12-31,40227000,19849000,20378000,35571000,12062000.0,4656000,4656000,4207000.0,1549000,2658000
PE,2019-12-31,1958814000,318707000,1640107000,1524123000,183700000.0,434691000,434691000,271855000.0,61437000,175212000
PE,2018-12-31,1826431000,285707000,1540724000,1146201000,150955000.0,680230000,680230000,551444000.0,105475000,369127000
PE,2017-12-31,967044000,162910000,804134000,756501000,124255000.0,210543000,210543000,129628000.0,5708000,106774000
PE,2016-12-31,457773000,87209000,370564000,472080000,84591000.0,-14307000,-14307000,-106341000.0,-17424000,-74182000
MMP,2019-12-31,2727912000,1253360000,1474552000,1717910000,208164000.0,1010002000,1010002000,1022286000.0,1437000,1020849000
MMP,2018-12-31,2826573000,1353749000,1472824000,1779377000,209651000.0,1047196000,1047196000,1333996000.0,71000,1333925000
MMP,2017-12-31,2507661000,1213595000,1294066000,1584666000,174441000.0,922995000,922995000,873361000.0,3830000,869531000
MMP,2016-12-31,2205410000,1022010000,1183400000,1349054000,148902000.0,856356000,856356000,805989000.0,3218000,802771000
LIVE,2019-09-30,193288000,122415000,70873000,190032000,67617000.0,3256000,3256000,-5637000.0,-1625000,-4012000
LIVE,2018-09-30,199633000,125435000,74198000,188833000,63398000.0,10800000,10800000,10330000.0,4407000,5923000
LIVE,2017-09-30,152060932,89494297,62566635,133613945,44119648.0,18446987,18446987,10583599.0,4081819,6501780
LIVE,2016-09-30,78954247,58979377,19974870,76635998,17656621.0,2318249,2318249,2386207.0,-15567844,17829857
VHI,2019-12-31,1897500000,1460700000,436800000,1762200000,310700000.0,135300000,135300000,104700000.0,26500000,49200000
VHI,2018-12-31,1820100000,1208600000,611500000,1528800000,324500000.0,291300000,291300000,236200000.0,-30700000,262200000
VHI,2017-12-31,1879400000,1264300000,615100000,1543600000,280300000.0,335800000,335800000,291800000.0,-120000000,207500000
VHI,2016-12-31,1519400000,1211500000,307900000,1455000000,244100000.0,64400000,64400000,39600000.0,18600000,-15900000
RRR,2019-12-31,1856534000,871844000,984690000,1588837000,416355000.0,267697000,267697000,-8471000.0,-1734000,-3351000
RRR,2018-12-31,1681030000,719828000,961202000,1365076000,390492000.0,315954000,315954000,243355000.0,23875000,157541000
RRR,2017-12-31,1642139000,690183000,951956000,1318759000,380930000.0,323380000,323380000,198319000.0,134786000,35423000
RRR,2016-12-31,1475760000,593112000,882648000,1140764000,327358000.0,334996000,334996000,164207000.0,8243000,91952000
IPHI,2019-12-31,365635000,152814000,212821000,415083000,78394000.0,-49448000,-49448000,-72515000.0,396000,-72911000
IPHI,2018-12-31,294490000,129345000,165145000,368651000,71382000.0,-74161000,-74161000,-103962000.0,-8211000,-95751000
IPHI,2017-12-31,348201000,141524000,206677000,371386000,66163000.0,-23185000,-23185000,-96080000.0,-21176000,-74904000
IPHI,2016-12-31,266277000,85581000,180696000,239591000,45997000.0,26686000,26686000,11456000.0,-15057000,99456000
AREC,2019-12-31,24477707,30308989,-5831282,57138335,11864536.0,-32660628,-32660628,-70918302.0,0,-70918302
AREC,2018-12-31,31524825,28167606,3357219,43829121,7539600.0,-12304296,-12304296,-12757312.0,0,-12908576
AREC,2017-12-31,20820998,21318580,-497582,32769509,2072477.0,-11948511,-11948511,-12592518.0,0,-12935617
AREC,2016-12-31,7601194,10212018,-2610824,28941361,12969875.0,-21340167,-21340167,-22089282.0,0,-22144039
SVBI,2019-12-31,41271000,0,41271000,29373000,26261000.0,11898000,0,11610000.0,3236000,8374000
SVBI,2018-12-31,37786000,0,37786000,25928000,23128000.0,11858000,0,11546000.0,2977000,8569000
SVBI,2017-12-31,30482000,0,30482000,22395000,18392000.0,8087000,0,7840000.0,5022000,2818000
SVBI,2016-12-31,29610000,0,29610000,23308000,19902000.0,6302000,0,5526000.0,-10014000,15540000
ALJJ,2019-09-30,354997000,277454000,77543000,349412000,71958000.0,5585000,5585000,-5973000.0,10006000,-15979000
ALJJ,2018-09-30,369776000,285872000,83904000,357204000,71332000.0,12572000,12572000,-3033000.0,4299000,-7332000
ALJJ,2017-09-30,326718000,250704000,76014000,314015000,63311000.0,12703000,12703000,3249000.0,-12424000,15673000
ALJJ,2016-09-30,268369000,204486000,63883000,253657000,49171000.0,14712000,14712000,4710000.0,-6215000,10925000
TDG,2019-09-30,5223203000,2323905000,2899298000,3124406000,665549000.0,2098797000,2098797000,1062865000.0,221986000,889770000
TDG,2018-09-30,3811126000,1612736000,2198390000,2128022000,442832000.0,1683104000,1683104000,985557000.0,24021000,957062000
TDG,2017-09-30,3504286000,1499038000,2005248000,2002656000,414392000.0,1501630000,1501630000,837430000.0,208889000,596887000
TDG,2016-09-30,3171411000,1411599000,1759812000,1845902000,356858000.0,1325509000,1325509000,768116000.0,181702000,586414000
ROK,2019-09-30,6694800000,3794700000,2900100000,5323500000,1528800000.0,1371300000,1371300000,901000000.0,205200000,695800000
ROK,2018-09-30,6666000000,3781100000,2884900000,5394000000,1612900000.0,1272000000,1272000000,1330800000.0,795300000,535500000
ROK,2017-09-30,6311300000,3643400000,2667900000,5278100000,1634700000.0,1033200000,1033200000,1037400000.0,211700000,825700000
ROK,2016-09-30,5879500000,3404000000,2475500000,4870500000,1466500000.0,1009000000,1009000000,943100000.0,213400000,729700000
SANW,2019-06-30,109722511,69014490,40708021,95705389,16289595.0,14017122,14017122,-9501674.0,-148747,-9305242
SANW,2018-06-30,64085510,49332052,14753458,67162082,10503020.0,-3076572,-3076572,-4582041.0,143049,-4725090
SANW,2017-06-30,75373810,59232846,16140964,77384727,11794026.0,-2010917,-2010917,-4194337.0,7627705,-11822042
SANW,2016-06-30,96044254,77653646,18390608,94000993,10397863.0,2043261,2043261,-2038152.0,-2403379,365227
FFIV,2019-09-30,2242447000,356577000,1885870000,1716711000,952076000.0,525736000,525736000,541111000.0,113377000,427734000
FFIV,2018-09-30,2161407000,361481000,1799926000,1552082000,824517000.0,609325000,609325000,603760000.0,150071000,453689000
FFIV,2017-09-30,2090041000,353485000,1736556000,1512976000,809126000.0,577065000,577065000,575517000.0,154756000,420761000
FFIV,2016-09-30,1995034000,337205000,1657829000,1438606000,767174000.0,556428000,556428000,549891000.0,184036000,365855000
CREE,2019-06-30,1080000000,689000000,391000000,1063200000,200700000.0,16800000,16800000,-45200000.0,12700000,-375100000
CREE,2018-06-24,924900000,617500000,307400000,922300000,170300000.0,2600000,2600000,-17600000.0,-1200000,-280000000
CREE,2017-06-25,771500000,527500000,244000000,790400000,145700000.0,-18900000,-18900000,-7100000.0,81000000,-98100000
CREE,2016-06-26,1616627000,1129553000,487074000,1606842000,279709000.0,9785000,9785000,-23506000.0,-1970000,-21536000
NFJ,2020-01-31,35502439,0,35502439,12633973,12633973.0,22868466,22868466,163425058.0,0,163425058
NFJ,2019-01-31,38243698,0,38243698,12850511,12850511.0,25393187,25393187,-85552217.0,0,-85552217
NFJ,2018-01-31,41504570,0,41504570,13396017,13396017.0,28108553,28108553,164121380.0,0,164121380
NFJ,2017-01-31,46475641,0,46475641,13146754,13146754.0,33328887,33328887,220558928.0,0,220558928
VOYA,2019-12-31,7476000000,3949000000,3527000000,6493000000,2537000000.0,983000000,983000000,560000000.0,-205000000,-351000000
VOYA,2018-12-31,7163000000,3759000000,3404000000,6294000000,2527000000.0,869000000,869000000,528000000.0,37000000,875000000
VOYA,2017-12-31,7229000000,4011000000,3218000000,6498000000,2480000000.0,731000000,731000000,385000000.0,687000000,-2992000000
VOYA,2016-12-31,8788000000,5729000000,3059000000,8354000000,2621000000.0,434000000,434000000,10000000.0,-29000000,-327000000
MEI,2019-04-27,1000300000,726100000,274200000,867700000,125500000.0,132600000,132600000,103600000.0,12000000,91600000
MEI,2018-04-28,908300000,667900000,240400000,775100000,101600000.0,133200000,133200000,123800000.0,66600000,57200000
MEI,2017-04-29,816500000,598200000,218300000,694700000,94200000.0,121800000,121800000,115900000.0,23000000,92900000
MEI,2016-04-30,809100000,595200000,213900000,688500000,90900000.0,120600000,120600000,110900000.0,26300000,84600000
TERP,2019-12-31,941240000,269596000,671644000,812739000,109033000.0,128501000,128501000,-194687000.0,11898000,-148684000
TERP,2018-12-31,766570000,220907000,545663000,663005000,100261000.0,103565000,103565000,-165617000.0,-12290000,12380000
TERP,2017-12-31,610471000,168334000,442137000,560319000,145265000.0,50152000,50152000,-255944000.0,-19641000,-160154000
TERP,2016-12-31,654556000,139985000,514571000,488011000,104661000.0,166545000,166545000,-241013000.0,2734000,-123511000
LNC,2019-12-31,17258000000,12669000000,4589000000,15817000000,2691000000.0,1441000000,1441000000,919000000.0,33000000,886000000
LNC,2018-12-31,16424000000,11257000000,5167000000,14081000000,2418000000.0,2343000000,2343000000,1885000000.0,244000000,1641000000
LNC,2017-12-31,14257000000,9386000000,4871000000,11926000000,2204000000.0,2331000000,2331000000,1130000000.0,-949000000,2079000000
LNC,2016-12-31,13330000000,9096000000,4234000000,11533000000,2105000000.0,1797000000,1797000000,1458000000.0,266000000,1192000000
LOW,2020-01-31,72148000000,49048000000,23100000000,65569000000,15282000000.0,6579000000,6579000000,5623000000.0,1342000000,4281000000
LOW,2019-02-01,71309000000,48401000000,22908000000,66156000000,16431000000.0,5153000000,5153000000,3394000000.0,1080000000,2314000000
LOW,2018-02-02,68619000000,46185000000,22434000000,62033000000,14444000000.0,6586000000,6586000000,5489000000.0,2042000000,3447000000
LOW,2017-02-03,65017000000,43343000000,21674000000,59124000000,14328000000.0,5893000000,5893000000,5201000000.0,2108000000,3093000000
JMP,2019-12-31,100539000,15472000,85067000,113464000,96289000.0,-12925000,0,-13383000.0,-6827000,-6549000
JMP,2018-12-31,139262000,16883000,122379000,136480000,116479000.0,2782000,0,-56000.0,1167000,-2187000
JMP,2017-12-31,116493000,11551000,104942000,122013000,106890000.0,-5520000,0,-11627000.0,1744000,-15883000
JMP,2016-12-31,134977000,12053000,122924000,132163000,116557000.0,2814000,0,2814000.0,-4648000,2926000
PPR,2020-02-29,65476629,0,65476629,12955789,12955789.0,52520840,52520840,9995053.0,0,9995053
PPR,2019-02-28,66706645,0,66706645,13440646,13440646.0,53265999,53265999,21130661.0,0,21130661
PPR,2018-02-28,59858659,0,59858659,13719460,13719460.0,46139199,46139199,26494545.0,0,26494545
PPR,2017-02-28,64558680,0,64558680,13632645,13632645.0,50926035,50926035,112031410.0,0,112031410
CDOR,2019-12-31,61242000,38769000,22473000,54037000,5700000.0,7205000,7205000,-4130000.0,937000,-5048000
CDOR,2018-12-31,64839000,41008000,23831000,56700000,6217000.0,8139000,8139000,5505000.0,335000,5365000
CDOR,2017-12-31,55643000,38384000,17259000,51834000,6552000.0,3809000,3809000,2306000.0,-595000,2881000
CDOR,2016-12-31,50403000,37642000,12761000,48624000,5792000.0,1779000,1779000,22969000.0,125000,22795000
CNP,2019-12-31,12301000000,8980000000,3321000000,10904000000,159000000.0,1397000000,1397000000,929000000.0,138000000,791000000
CNP,2018-12-31,10589000000,8109000000,2480000000,9785000000,27000000.0,804000000,804000000,514000000.0,146000000,368000000
CNP,2017-12-31,9614000000,7051000000,2563000000,8543000000,65000000.0,1071000000,1071000000,1063000000.0,-729000000,1792000000
CNP,2016-12-31,7528000000,4995000000,2533000000,6577000000,72000000.0,951000000,951000000,686000000.0,254000000,432000000
STML,2019-12-31,43216862,55617750,-12400888,122464383,66846633.0,-79247521,-79247521,-76791651.0,25574,-76817225
STML,2018-12-31,500000,47725019,-47225019,86786686,39061667.0,-86286686,-86286686,-85024365.0,0,-85024365
STML,2017-12-31,898199,50242386,-49344187,69456593,19214207.0,-68558394,-68558394,-67828394.0,0,-67828394
STML,2016-12-31,1041354,27869921,-26828567,39926811,12056890.0,-38885457,-38885457,-38328301.0,-25296,-38303005
MWA,2019-09-30,968000000,640300000,327700000,830300000,183100000.0,137700000,137700000,82100000.0,18300000,63800000
MWA,2018-09-30,916000000,626100000,289900000,799700000,167700000.0,116300000,116300000,95700000.0,-9900000,105600000
MWA,2017-09-30,826000000,558100000,267900000,725300000,156800000.0,100700000,100700000,78500000.0,24200000,123300000
MWA,2016-09-30,800600000,531700000,268900000,707700000,168800000.0,92900000,92900000,69300000.0,24200000,63900000
OSS,2019-12-31,58308019,38905756,19402263,57385569,13636259.0,922450,922450,-663085.0,237252,-900337
OSS,2018-12-31,37027382,25692658,11334724,39538577,9844162.0,-2511195,-2511195,-2969404.0,-1396784,-1136278
OSS,2017-12-31,27538333,18873797,8664536,27922966,6361920.0,-384633,-384633,-619255.0,-402717,96620
OSS,2016-12-31,18879321,13365615,5513706,18991591,4026391.0,-112270,-112270,-367374.0,-182937,-184437
BGNE,2019-12-31,428212000,998528000,-570316000,1388103000,388249000.0,-959891000,-959891000,-943586000.0,6992000,-948628000
BGNE,2018-12-31,198220000,707710000,-509490000,903989000,195385000.0,-705769000,-705769000,-689829000.0,-15796000,-673769000
BGNE,2017-12-31,238387000,273992000,-35605000,336844000,62602000.0,-98457000,-98457000,-91064000.0,2235000,-93105000
BGNE,2016-12-31,1070000,98033000,-96963000,118130000,20097000.0,-117060000,-117060000,-119163000.0,54000,-119217000
TAP,2019-12-31,10579400000,6378200000,4201200000,9078300000,2700100000.0,1501100000,1501100000,479900000.0,233700000,241700000
TAP,2018-12-31,10769600000,6584800000,4184800000,9312500000,2727700000.0,1457100000,1457100000,1359800000.0,225200000,1116500000
TAP,2017-12-31,11002800000,6236700000,4766100000,9170700000,2934000000.0,1832100000,1832100000,1383200000.0,-204600000,1565600000
TAP,2016-12-31,4885000000,2917000000,1968000000,4397400000,1398300000.0,487600000,487600000,3054100000.0,1454300000,1593900000
ABG,2019-12-31,7210300000,6041400000,1168900000,6875600000,799800000.0,334700000,334700000,243900000.0,59500000,184400000
ABG,2018-12-31,6874400000,5771400000,1103000000,6559600000,755800000.0,314800000,314800000,224800000.0,56800000,168000000
ABG,2017-12-31,6456500000,5400600000,1055900000,6159400000,729700000.0,297100000,297100000,209100000.0,70000000,139100000
ABG,2016-12-31,6527800000,5469100000,1058700000,6223900000,732500000.0,303900000,303900000,267800000.0,100600000,167200000
GECC,2019-12-31,27038000,0,27038000,8256000,8256000.0,18782000,18782000,-7338000.0,209000,-7547000
GECC,2018-12-31,27754000,0,27754000,6595000,6595000.0,21159000,21159000,-8825000.0,180000,-9005000
GECC,2017-12-31,29728000,0,29728000,9990000,9990000.0,19738000,19738000,-2630000.0,124000,-2754000
GECC,2016-12-31,8746500,0,8746500,2770500,2770500.0,5976000,5976000,-26679000.0,132000,-26811000
ICL,2019-12-31,5271000000,3454000000,1817000000,4564000000,1060000000.0,707000000,707000000,628000000.0,147000000,475000000
